text,label
Weak Coffee - Not much flavor,2
"Pretty Good, there are better choices for some.",4
Best popcorn I've made so far,5
No pumpkin flavor,2
these soft chews were are very hard,2
CEt Hextra Premium Chews Petite,4
Mediocre,2
HOW MUCH!!??,1
Good Morning Coffee,5
"great taste, good price",5
5 stars Silk - 0 stars on Expiration,2
Mostly good flavors in this pack,3
Dog Candy!,4
Meh,3
"Quite tasty & enjoyable, sweet carbonated beverage!",4
"A good snack, and cough drop!",5
"False Advertising, Terrible Dog Food!!",1
Not that Hot...,3
OK Pods,3
Made my dog throw up bad,1
Not all were decaf,2
Grrrrreat!,5
Walden Farms marshmellow dip,1
not my favorite,2
"Great price, but not as tangy as I expected.",4
Flavored coffee,2
Sweet Iced Tea K-Cup,3
Crumbly,2
count them!!,2
"Portions are too large, price too high",2
organic pumpkin,3
False advertising,1
Not terribly appealing,2
"Tea bags break, loose tea inside pitcher...",2
High fiber isn't necessarily a good thing!,2
Delicious,4
Tea + K cups don't mix,2
Great Dark Coffee,4
Great GF Bread in Economical Packaging,5
"wHAT IS THE RAVE ABOUT? Red hot gum, that's about it!",1
No flavor,1
Brilliant.,5
Curry,2
Great for snacking!,4
Not Strong Enough,1
Eight O'clock coffee,3
Not sweet enough,3
"Smells good, but tastes like coffee-flavored water",3
Disappointing,2
tasted like plastic. Instructions not readible.,1
Origional Golden Malted Pancake & Waffle Mix,5
Sorriest excuse for a dog treat I have ever purchased,1
"BROKEN COOKIES, BAD PACKAGING",3
Yuck!,1
Kid likes it.,5
Less is not More,2
Weird,2
Horsetail Grass Tea,5
fast and good,4
Ginger tea for a ginger haired girl,3
What Happened?  Prices and Subscribe and Save?,1
damaged K cups rec'd,2
Not a corn muffin for a Cornhusker,2
Not really gummy or peachy,3
No Frustration! Love the new packaging.,4
gross,1
Delicious but packaging is faulty,1
Not for me,3
Don't Know about cats.... BUT!,4
Not our favorite,3
Not too bad...,4
No sugar......No taste!,1
Best of the Dark Roasts,5
A decent sugar-free hot beverage option,4
Mini Chips are NOT little cookies,2
"like ""real"" bread.....WOW!!",5
Boston baked beans,1
disgusting product,1
A big mistake,1
Be Wary of Expiration Date,4
"Great Value, if it wasnt 18 days from expiriing",3
Stopped feeding fish,3
Disappointed,2
Pop Chips,5
Very happy to be able to get this product on Amazon,5
My Bella thinks they are THE BEST!,5
It's only candy.,3
Decent product,4
Jamaican Curry,3
organic flax with berry cereal,3
Works well in smoothies.,4
Ordered Black got White,4
"These are not ""foam"", but still tasty!",4
Different Poduct Than What's in the Store.,3
Prefer store brand Columbian,3
My dogs can't work this.,1
Light and Tasty!,4
"Nice flavor, but very weak",2
beautiful but $$$$,3
no lemon. not much green tea,3
You removed what???,1
Keep him busy,4
Cans damaged,2
Our dogs love it but finding low price and 12 oz cans is tough,3
Tasty sauce but needs more ingredients,4
My dog isnt into these.,2
Don't waste your money or your Keurig on this!,1
Not worth the savings,1
"Zoe Low Calorie 6.6-Ounce Chew Sticks, Large...",4
Keeps dental cleanings down!,5
"Bacon, No; but Smokey, Yes!",3
Beware of artificial sweetener!,1
"Balanced, satisfying, and not too sweet!",5
Kitty seems to really like this. She better!,4
Terrible tasting tea; also contains citric acid,1
Beef Straganoff,3
Really weak brew..!,2
Great Milk,4
These flavors taste terrible,2
Dry and Tough,2
Mixed Reviews,3
Disgusting,1
Good product for the price,4
My Favorite,4
It's a tongue twister.......,5
To us not worth the price,2
"Insanely Overpriced Discusting ""Beverage"" (if you can call it a beverage!)",1
Pretty weak flavor,2
Yummy,5
Wrong Label,1
Skinny and Boney,5
"Good, but not great",4
Friskies 6 flavor w/gravy,2
kitty garden,1
very good cookies,4
Not like yoo-hoo,2
http://www.amazon.com/gp/product/B000EYOBRU/ref=cm_cr_rev_prod_title,3
"Love these,but.....",4
Warning! This item is not like the picture!,1
gluten free is easy and tasty!,5
"The fragrance is lovely, but it is too fermented to be good green tea.",3
Loved Quebec,4
Rejects?,3
Could be dangerous for health,1
Misrepresentation,1
good bargain,5
"stale, odd flavor",2
"If you haven't tried these Kipper Snacks, you must!",5
First sip tasted like an ashtray to me,2
"Ok for cooking, but a hassle for ""quick"" use.",3
Puppy won't eat it,2
Crunchy treats for the dogs in our life,4
Fantastic,5
They Are What You Make Of Them,3
No Difference Noticed,3
no good,2
I can always count on illy,4
Buyer Beware,2
Good seller and fast delivery but,3
watch your sugar alcohol!,3
"two ""servings"" in this one container",3
the wine is decent,4
Because They're Good For Ya!,4
"stay away -  grounds in my cup,  > 50% failure of filter",1
Perfect decaf tea.,5
eeeewwwwww,1
gift from home,4
Great Flavor but Bottle Top Hassle,3
little disappointed,3
Favorite protein powder,5
Grove Square Hot Chocolate,4
larger bottle is diluted,2
"Hoof ok, filling fell out!",2
decaf lacks flavor,2
Almost as good as the expensive stuff,4
Chicken in a jar!,4
way too many sunflower seeds,2
A let down,2
"Decent product, good tasting, but doesn't seem that cost effective",3
"meh, these are just OK",3
Dull and Listless,2
B vitamin Splenda; discussion of caloric content,3
Excellent office snack,4
"Definitely ""light""",3
Not what we hoped for.,3
Good Stuff!,4
burns the skin off your lips,1
Good Flavor!,3
This Vegetable Bouillon  is NOT Vegan,1
Too expensive,3
It's ok,2
Horribly disappointing,1
Gross,2
Entertaining Toy,4
"Good chips, terrible packaging",3
Yummy!,4
Pure Cacao Powder by Navitas,5
prefer coffee filter set without the screw top,3
Picky Cat,3
Love the product - question the price,1
Bad packaging,1
Cinnamon Latte,4
Cloying Raspberry Flavor,2
BEWARE!! This is a TOTAL SCAM!,1
"Good thought, but gross",2
tasty flavors,3
Delicious,4
good but spicy,4
Thinner than I expected...,3
They are ok...,3
Recommended but with a caveat.,3
Interesting - if only for the color,4
Ready to Eat Snack,4
bitter,1
Kitchens of india SPINACH with cc.,4
the worst popcorn on the planet,1
Beverage comparison to ginger tea,3
Here's what many aren't understanding about this coffee,4
A good choice for new crunchers and munchers!,3
"Cytomax drink good, cranberry grapefruit flavor taste like medicine",3
Quick Individual Dessert,4
delicious and refreshing but too sweet,4
Not so great,2
Catnip?,1
taste horrible,5
blueberry mini-wheats,3
"Pumpkin Spice, Nothing Taste Better",5
Great seeds,5
Awesome!,5
NOT a Coffee Pod. NOT a K-Cup. It's a coffee filter bag.,1
Too much Fiber than protein,4
amazing for skin conditions!,5
bug in items,1
Bad aftertaste - and review the ingredients!  24% of daily saturated fat per serving!,2
Turtle Soup with no turtle,1
"Great food, but...",1
"Dogs Like the Taste, I Dislike the Nutritional Value",3
Great to send to Service men.,5
SmokeHouse USA?!?  Don't Think So...,1
Ok but I've had better,3
oolong tea,4
Healthier,4
Pricing is out of line - 2X the price of buying them from Nespresso,1
Not the real deal.,3
No matter how healthy it is... is nothing if your dog doesn't like it,2
"Old, old, old",1
Good Stuff,4
Extra Good!,4
Best Ghee available,5
"The ""deception"" works on my nephew",5
Do your research,1
100% coconut water,4
ghost peppers,5
"Affordable, Effective and Delicious",4
Un-real,1
good stuff,3
Wish I could take this,3
Just nuts,3
Not a better price!,2
"Pamela""s Dark Chocolate Chunk Cookies",4
K-Cups,5
Instant coffee??,2
TIM BURTON MADE A FUNNY GHOSTS TALE.,3
"Expensive, but it worked!",3
"Great tea, great price",5
Yummy but not my fav.,4
Love this Rum Cake,5
Tasty,5
It doesn't get any better than this.,5
"Long lasting, bad smelling",3
GOOD COFFEE BUT EXPENSIVE,3
cheddar popchips,5
"OK, But not the greatest",3
Yuck yuck yuck,1
Happybellies,4
Who needs a bread machine?,4
Decent Sushi Ginger,3
Magnet gets stuck!,2
TOO SWEET! IT WAS GOOD BUT TOO SWEET,2
"Focused, awake, and calm",4
More like bottled juice with traces of barley,2
Watch who you order from,2
Tasty,4
Bellisimo! Smooth and fragrant,4
Best Iced Tea,5
"barf... very nasty ""bean-y"" aftertaste!!!!",1
AWFUL,1
Packaged version of a German Christmas staple,3
More bitter chocolate then truffle flavor,2
Not popular at my house,2
WOW...not for the faint of heart or weak of teeth!,5
stained carpet,1
Great Meal for Baby,5
Awful,1
Headaches,4
Changed the recipe,1
"The Least Soft ""Chewy Granola Bars"" I've Had",2
Dark Roast Production Problems,3
Best Hot Sauce Made!,5
Different Texture?,2
"Wolfgang Puck Coffee, Chef's Reserve, Medium Roast, 18-Count Pods (Pack of 3)",5
"Good flavor, a little salty, not too spicy",4
Great way to start the day,5
pretty good,4
good,3
Review,4
I do not drink this but my wife does!!,5
Kellog's should be ashamed,1
One of the 2 best honeys in the world!  Helps my acid reflux!,5
bitter,3
"Good, but outdated",4
very good!,4
Good for a K-cup,4
Delicious,5
Good Tea!,4
weak tea,3
Not for me...,1
Non-caraway bread,2
One big clump!,1
Mole traps,3
This stuff is addictive. You'll never use another dressing again!,5
Terrible Customer Service,2
Imposter!,1
All broken in pieces. Expensive.,1
Yummmmmmeeeeee!,5
not my favorite,2
down grade,2
These are ok.,3
"It's like the old joke: these cheese straws are terrible, and the portions are so small!",1
stinky poop,3
Complete Nutrition,3
What a great price for greenies!,5
Not  # 1 quality,2
"Gave  my dog gas,",3
These are the best chips ever!,5
Coffee Explodes,3
Waxy taste,2
doesn't taste the best...,2
"STOP, Read my review before consuming this product",1
To say this has minerals and is therefore healthy is misleading and deceptive - this is SALT.,3
Taste and Make of Milo,3
I couldn't pick flavors,3
Best Price Anywhere!,5
"Good, I add sugar and it makes it even better.",5
"Wonderful, but I wish the zipper would work!",4
Watery and flavorless,1
The bars were stale even though it pas not past the expiration date,2
Too easy for my dogs,3
Smart Fries,1
Jack Link's peppered beef jerky,4
Dog didn't like the taste,2
too sweet,2
Only average smoked herring,3
Ewwwww!!!!,1
Love it,5
Cat would not eat it.,3
NOT as good as the ones in the tins,3
Awful!,1
think twice!,2
Cream Cracker? NOT!  Not even close!,1
Too heavy,2
"Well, it was worth a shot....",3
What is everyone talking about?,2
DOG HAS BEEN SICK,1
"Numi Organic Tea - Assorted Full Leaf Tea+Teasan Teabags, 18-Count Box",5
Best Tuna on the planet,5
leaking bottle,4
Diabetic friendly,5
tastes just like from India,5
Ew,2
The WORST cereal I have ever tasted.,1
$13.60 for organic and pinhead,4
Too bitter,3
Love the color,3
Will not buy this.,2
pictures,1
"A bold, fresh tasting tea with individually enveloped tea bags",4
Locorice is hidden ingredient in Stash Teas,1
Not for Coffee,3
Great treat for my puppy,5
"First excited, then disappointed....",2
Not what came.,2
Too strong of ginger flavor!  But read review.,2
Great Quality Mate,4
"I think it tastes great, but my daughter will have nothing to do with it",3
Can't stand Sucralose,2
Adult Twinkie,2
it tastes good but it's hard to notice any difference,3
Tasty in oatmeal,3
there are better brands,2
"Nothing good, nothing bad",3
Love all HappyBaby Tots!,5
"Great Organic Coffee with a Rich, Bold Taste",5
Cat loves 'em.,5
"Tasty, but I've had better",3
Repulsive!,1
Addictive and awesome,5
Poor product quality,1
Contains Chicken,3
AWEFULL,1
Holy cow!,1
Good but not great,4
7.99 shipping???,3
"Sorry it's taken me so long to do a review, but I concur",5
"Sucralose, what a shame",2
Great treats for dogs,5
Shorted amount,2
worst quinoa i've ever tasted,1
From the grocery store these are too dry,2
Disappointing,2
Not as robust as Cafe Bustelo,3
It's cool but no miracle,4
Love it!,5
FANCY FEAST,5
fast delivery,3
Liked them better when the piece size was larger...,3
Too Salty for Me!,1
Just like homemade!,4
The flavor is somewhat odd,3
Bugs in it,1
FAKE RED VINEGAR,1
Tastes bland,2
"Good at first, but quickly became overbearing for me",2
Fairly Decent Flavor,3
Great pancakes,4
Good enough!,4
Misrepresentation,1
"If you don't need to eat gluten free, do not purchase",2
Not so tasty,2
Not the best flavor,3
kind of nasty,1
Not Yummy to my Hubby,3
Ultimate yumminess!!!,4
Flavor Not What I Was Expecting,3
What happened to the taste?,1
not what I expected,2
India spice tea,2
Greasy,3
This tea blows!!!,2
Best ice cream,5
"Great Cereal, Pecan Bits Are Small",4
Quality Dog Food,4
Worst Junk Food Ever,1
plastic chew,1
Weak & watery - where is the coffee & hazelnut flavor?,2
Not my favorite flavor,3
It's decent...,3
"Uninspiring taste, unpleasant texture :-(",2
The ultimate chocolate bar,5
Excellent,5
All I taste is nougat and peanuts.,2
excellent bittersweet chocolate,4
Yummy!,4
"hidden msg, super salty and just plain YUCK",1
Love this stuff!,5
More Please,3
One star is the minimum - I would give 0 stars -What kind of subscription is this if they DOUBLE the price from time to time?,1
New formula nothing like old!,1
"should be called bold, not medium",3
loyal customer,4
Sweet,2
I heart  peanut butter,3
Delicious!,4
hard,2
Beware of High Shipping/Handling Costs,4
"Ok, have had better and worse..",3
RIPOFF,1
If you are not from Buffalo...,5
"good product, but some QA problems",4
Do not buy,1
Sucralose Yuck!,2
no good for oil-free popping,1
"Husband says it is not very ""Frenchy"".",2
One of the best you can get,5
A pleasant surprise!,4
Great Tomotoes for Many Recipes!,5
Like Spice? Get these,5
"Great Product, Great Taste",5
Well...it's dried beef,3
They are kind of gross,2
Premium water that you'd never be aware of without the premium price or label...,3
Ehh,1
Much thinne than expected,3
Terribly Dry,1
I bought this brand at a local store (not Amazon) and it tastes horrible,1
Eh.....,3
The Kind Plus item was sticky,3
Melted Mints,2
Delicious and Nutricious,4
Nylabone,4
Peppers were very dry,1
Other Emerald trail mixes are better,3
Smooth and Well Balanced,4
Nature's Variety has changed their formula,2
If I could give it zero stars I would...,1
nice organic Assam,3
"Less like candy, more like breakfast than other bars",4
3rd or 4th order,5
Not bad.  Nothing special about it.,3
All extra bold K-cups,2
Not received as many as promised,1
"I hated these, my kids loved them= average 3 stars",3
Pump will break - bad customer service,3
Dogs love 'em,5
First time Coconut juice taster,3
natural vitality.  natural calm raspberry lemon flavor,4
Awsome peppers!,5
Not the best if you have more than one cat,2
Healthy choice....if you can handle the taste,3
Disposable Kups,1
Good value when special offers exist,3
weak coffee not good for a premium product and price,1
Great Breakfast on the Run!,4
full-bodied coffee,5
Not for my dog,1
jet fuel K-cups coffee,2
Bad taste,1
OUTSTANDING!!!,5
Can tell you why people pay this much,4
tea that is good at good price,3
Gross,2
Rolo Candy.,2
Very strong...,3
Hazelnut-astic,4
Dog food,4
"Despite the reviews here, I think most people would agree with me.",2
orbit white peppermint is the best!,5
everyones a critic.,2
very good,5
Always a good choice,4
Over-roasted and Quickly Stale,1
Good and tangy,2
Wife's pack,3
Salty Soup,2
Not what I expected,1
Won't order again due to China manufacturing the product,3
powdered pb,3
Light Roast: Bitter for this gal...,2
"tasty, but very salty",4
Tasty take-along for moms on the go,5
"Great tea, crazy shipping cost",5
Cat love the taste!,3
WAY TOO EXPENSIVE!!  AND BEEF JERKY IS VERY OLD.,2
Apple Cinnamon Muffins,4
"Tom Douglas loves it, and so should you!",5
Mine Also BURNT flavor!,1
why not sold by Amazon anymore?,3
Yuck,2
Just too expensive.,4
OK- but no real energy burst,3
Not much to say,2
A new low in the annals of chewing,1
Terrible improvement...,1
Delicious!,5
